Date, Close/Last, Volume, Open, High, Low
05-11-2018, $188.59,26167950, $189.49, $190.06, $187.45
05-10-2018, $190.04,27942430, $187.74, $190.37, $187.65
05-09-2018, $187.36,23141260, $186.55, $187.4, $185.22
05-08-2018, $186.05,28053230, $184.99, $186.22, $183.665
05-07-2018, $185.16,42557530, $185.18, $187.67, $184.75
05-04-2018, $183.83,56137230, $178.25, $184.25, $178.17
05-03-2018, $176.89,33944110, $175.88, $177.5, $174.4411
05-02-2018, $176.57,66454720, $175.225, $177.75, $173.8
05-01-2018, $169.1,52228910, $166.41, $169.2, $165.27
04/30/2018, $165.26,41976500, $162.13, $167.26, $161.84
04/27/2018, $162.32,35617230, $164, $164.33, $160.63
04/26/2018, $164.22,27850370, $164.12, $165.73, $163.37
04/25/2018, $163.65,28331540, $162.62, $165.42, $162.41
04/24/2018, $162.94,33674960, $165.67, $166.33, $161.2201
04/23/2018, $165.24,36396590, $166.835, $166.92, $164.09
04/20/2018, $165.72,65270950, $170.595, $171.2184, $165.43
04/19/2018, $172.8,34693280, $174.95, $175.39, $172.66
04/18/2018, $177.84,20544600, $177.81, $178.82, $176.88
04/17/2018, $178.24,26575010, $176.49, $178.9365, $176.41
04/16/2018, $175.82,21561320, $175.0301, $176.19, $174.8301
04/13/2018, $174.73,25100510, $174.78, $175.84, $173.85
04-12-2018, $174.14,22858840, $173.41, $175, $173.04
04-11-2018, $172.44,22401040, $172.23, $173.9232, $171.7
04-10-2018, $173.25,28567110, $173, $174, $171.53
04-09-2018, $170.05,28976200, $169.88, $173.09, $169.845
04-06-2018, $168.38,34949690, $170.97, $172.48, $168.2
04-05-2018, $172.8,26750260, $172.58, $174.2304, $172.08
04-04-2018, $171.61,34581850, $164.88, $172.01, $164.77
04-03-2018, $168.39,30237640, $167.64, $168.7455, $164.88
04-02-2018, $166.68,37425640, $167.88, $168.94, $164.47
03/29/2018, $167.78,38116290, $167.805, $171.75, $166.9
03/28/2018, $166.48,41464880, $167.25, $170.02, $165.19
03/27/2018, $168.34,39824200, $173.68, $175.15, $166.92
03/26/2018, $172.77,36778560, $168.07, $173.1, $166.44
03/23/2018, $164.94,40984540, $168.39, $169.92, $164.94
03/22/2018, $168.85,41335980, $170, $172.68, $168.6
03/21/2018, $171.27,36387880, $175.04, $175.09, $171.26
03/20/2018, $175.24,19620520, $175.24, $176.8, $174.94
03/19/2018, $175.3,32931110, $177.32, $177.47, $173.66
03/16/2018, $178.02,38313330, $178.65, $179.12, $177.62
03/15/2018, $178.65,22676520, $178.5, $180.24, $178.0701
03/14/2018, $178.44,29334630, $180.32, $180.52, $177.81
03/13/2018, $179.97,31464170, $182.59, $183.5, $179.24
03-12-2018, $181.72,32191070, $180.29, $182.39, $180.21
03-09-2018, $179.98,32130360, $177.96, $180, $177.39
03-08-2018, $176.94,24518850, $175.48, $177.12, $175.07
03-07-2018, $175.03,31686450, $174.94, $175.85, $174.27
03-06-2018, $176.67,23273160, $177.91, $178.25, $176.13
03-05-2018, $176.82,27825140, $175.21, $177.74, $174.52
03-02-2018, $176.21,38426060, $172.8, $176.3, $172.45
03-01-2018, $175,48706170, $178.54, $179.775, $172.66
02/28/2018, $178.12,37568080, $179.26, $180.615, $178.05
